sdp,bi,sec,sem,ssc,ssb,time
4,2,1,4,False,2,3.008
4,2,1,4,False,4,1.974
4,2,1,4,False,8,3.552
4,2,1,4,True,1,3.256
4,2,1,4,True,2,1.79
4,2,1,4,True,4,1.894
4,2,1,4,True,8,2.027
4,2,1,8,False,1,0.321
4,2,1,8,False,2,1.069
4,2,1,8,False,4,1.071
4,2,1,8,False,8,1.07
4,2,1,8,True,1,0.347
4,2,1,8,True,2,0.38
4,2,1,8,True,4,1.02
4,2,1,8,True,8,1.06
4,2,2,16,False,1,0.174
4,2,2,16,False,2,0.21
4,2,2,16,False,4,0.228
4,2,2,16,False,8,0.187
4,2,2,16,True,1,0.171
4,2,2,16,True,2,0.211
4,2,2,16,True,4,0.231
4,2,2,16,True,8,0.249
4,2,2,4,False,1,0.291
4,2,2,4,False,2,0.333
4,2,2,4,False,4,0.307
4,2,2,4,False,8,1.062
4,2,2,4,True,1,0.258
4,2,2,4,True,2,0.201
4,2,2,4,True,4,0.339
4,2,2,4,True,8,0.484
4,2,2,8,False,1,0.363
4,2,2,8,False,2,0.342
4,2,2,8,False,4,0.321
4,2,2,8,False,8,0.613
4,2,2,8,True,1,0.375
4,2,2,8,True,2,0.34
4,2,2,8,True,4,1.015
4,2,2,8,True,8,0.471
4,2,4,16,False,1,0.184
4,2,4,16,False,2,0.164
4,2,4,16,False,4,0.172
4,2,4,16,False,8,0.225
4,2,4,16,True,1,0.17
4,2,4,16,True,2,0.21
4,2,4,16,True,4,0.204
4,2,4,16,True,8,0.217
4,2,4,4,False,1,0.179
4,2,4,4,False,2,0.181
4,2,4,4,False,4,0.229
4,2,4,4,False,8,0.233
4,2,4,4,True,1,0.19
4,2,4,4,True,2,0.189
4,2,4,4,True,4,0.229
4,2,4,4,True,8,0.237
4,2,4,8,False,1,0.182
4,2,4,8,False,2,0.179
4,2,4,8,False,4,0.214
4,2,4,8,False,8,0.246
4,2,4,8,True,1,0.173
4,2,4,8,True,2,0.156
4,2,4,8,True,4,0.215
4,2,4,8,True,8,0.193
4,2,8,16,False,1,0.145
4,2,8,16,False,2,0.146
4,2,8,16,False,4,0.143
4,2,8,16,False,8,0.147
4,2,8,16,True,1,0.15
4,2,8,16,True,2,0.144
4,2,8,16,True,4,0.136
4,2,8,16,True,8,0.147
4,2,8,4,False,1,0.151
4,2,8,4,False,2,0.156
4,2,8,4,False,4,0.148
4,2,8,4,False,8,0.147
4,2,8,4,True,1,0.149
4,2,8,4,True,2,0.158
4,2,8,4,True,4,0.146
4,2,8,4,True,8,0.141
4,2,8,8,False,1,0.159
4,2,8,8,False,2,0.16
4,2,8,8,False,4,0.153
4,2,8,8,False,8,0.158
4,2,8,8,True,1,0.155
4,2,8,8,True,2,0.148
4,2,8,8,True,4,0.149
4,2,8,8,True,8,0.18
4,4,1,16,False,1,0.238
4,4,1,16,False,2,0.277
4,4,1,16,False,4,0.288
4,4,1,16,False,8,0.283
4,4,1,16,True,1,0.22
4,4,1,16,True,2,0.241
4,4,1,16,True,4,0.328
4,4,1,16,True,8,0.431
4,4,1,4,False,1,6.432
4,4,1,4,False,2,5.204
4,4,1,4,False,4,3.29
4,4,1,4,False,8,2.56
4,4,1,4,True,1,2.369
4,4,1,4,True,2,2.348
4,4,1,4,True,4,1.645
4,4,1,4,True,8,1.741
4,4,1,8,False,1,1.123
4,4,1,8,False,2,1.098
4,4,1,8,False,4,1.093
4,4,1,8,False,8,1.105
4,4,1,8,True,1,1.113
4,4,1,8,True,2,1.102
4,4,1,8,True,4,1.108
4,4,1,8,True,8,1.095
4,4,2,16,False,1,0.23
4,4,2,16,False,2,0.211
4,4,2,16,False,4,0.43
4,4,2,16,False,8,0.334
4,4,2,16,True,1,0.231
4,4,2,16,True,2,0.229
4,4,2,16,True,4,0.267
4,4,2,16,True,8,0.336
4,4,2,4,False,1,0.382
4,4,2,4,False,2,1.067
4,4,2,4,False,4,1.121
4,4,2,4,False,8,1.154
4,4,2,4,True,1,1.074
4,4,2,4,True,2,1.07
4,4,2,4,True,4,1.105
4,4,2,4,True,8,1.12
4,4,2,8,False,1,0.466
4,4,2,8,False,2,1.114
4,4,2,8,False,4,1.128
4,4,2,8,False,8,1.072
4,4,2,8,True,1,1.097
4,4,2,8,True,2,1.114
4,4,2,8,True,4,1.117
4,4,2,8,True,8,1.112
4,4,4,16,False,1,0.195
4,4,4,16,False,2,0.241
4,4,4,16,False,4,0.283
4,4,4,16,False,8,0.292
4,4,4,16,True,1,0.221
4,4,4,16,True,2,0.21
4,4,4,16,True,4,0.279
4,4,4,16,True,8,0.286
4,4,4,4,False,1,0.207
4,4,4,4,False,2,0.247
4,4,4,4,False,4,0.273
4,4,4,4,False,8,0.262
4,4,4,4,True,1,0.202
4,4,4,4,True,2,0.273
4,4,4,4,True,4,0.262
4,4,4,4,True,8,0.321
4,4,4,8,False,1,0.215
4,4,4,8,False,2,0.307
4,4,4,8,False,4,0.246
4,4,4,8,False,8,0.306
4,4,4,8,True,1,0.202
4,4,4,8,True,2,0.238
4,4,4,8,True,4,0.329
4,4,4,8,True,8,0.282
4,4,8,16,False,1,0.203
4,4,8,16,False,2,0.188
4,4,8,16,False,4,0.193
4,4,8,16,False,8,0.169
4,4,8,16,True,1,0.222
4,4,8,16,True,2,0.207
4,4,8,16,True,4,0.171
4,4,8,16,True,8,0.221
4,4,8,4,False,1,0.208
4,4,8,4,False,2,0.215
4,4,8,4,False,4,0.227
4,4,8,4,False,8,0.22
4,4,8,4,True,1,0.223
4,4,8,4,True,2,0.205
4,4,8,4,True,4,0.199
4,4,8,4,True,8,0.198
4,4,8,8,False,1,0.212
4,4,8,8,False,2,0.202
4,4,8,8,False,4,0.199
4,4,8,8,False,8,0.239
4,4,8,8,True,1,0.217
4,4,8,8,True,2,0.203
4,4,8,8,True,4,0.169
4,4,8,8,True,8,0.18
4,8,1,16,False,1,0.25
4,8,1,16,False,2,0.32
4,8,1,16,False,4,1.062
4,8,1,16,False,8,1.015
4,8,1,16,True,1,0.233
4,8,1,16,True,2,0.489
4,8,1,16,True,4,0.364
4,8,1,16,True,8,0.494
4,8,1,4,False,1,33.537
4,8,1,4,False,2,1.914
4,8,1,4,False,4,3.437
4,8,1,4,False,8,2.777
4,8,1,4,True,1,3.206
4,8,1,4,True,2,6.413
4,8,1,4,True,4,4.25
4,8,1,4,True,8,1.804
4,8,1,8,False,1,1.163
4,8,1,8,False,2,1.21
4,8,1,8,False,4,1.171
4,8,1,8,False,8,1.192
4,8,1,8,True,1,1.182
4,8,1,8,True,2,1.182
4,8,1,8,True,4,1.179
4,8,1,8,True,8,1.142
4,8,2,16,False,1,0.254
4,8,2,16,False,2,0.275
4,8,2,16,False,4,0.403
4,8,2,16,False,8,1.075
4,8,2,16,True,1,0.258
4,8,2,16,True,2,0.489
4,8,2,16,True,4,1.082
4,8,2,16,True,8,1.095
4,8,2,4,False,1,1.119
4,8,2,4,False,2,1.132
4,8,2,4,False,4,1.157
4,8,2,4,False,8,1.147
4,8,2,4,True,1,1.102
4,8,2,4,True,2,1.16
4,8,2,4,True,4,1.141
4,8,2,4,True,8,1.178
4,8,2,8,False,1,1.157
4,8,2,8,False,2,1.167
4,8,2,8,False,4,1.294
4,8,2,8,False,8,1.199
4,8,2,8,True,1,1.14
4,8,2,8,True,2,1.194
4,8,2,8,True,4,1.166
4,8,2,8,True,8,1.14
4,8,4,16,False,1,1.166
4,8,4,16,False,2,0.276
4,8,4,16,False,4,0.507
4,8,4,16,False,8,1.068
4,8,4,16,True,1,0.269
4,8,4,16,True,2,0.22
4,8,4,16,True,4,0.312
4,8,4,16,True,8,0.369
4,8,4,4,False,1,0.266
4,8,4,4,False,2,0.299
4,8,4,4,False,4,0.485
4,8,4,4,False,8,1.065
4,8,4,4,True,1,0.266
4,8,4,4,True,2,0.28
4,8,4,4,True,4,0.375
4,8,4,4,True,8,0.672
4,8,4,8,False,1,0.26
4,8,4,8,False,2,0.27
4,8,4,8,False,4,0.596
4,8,4,8,False,8,1.08
4,8,4,8,True,1,0.257
4,8,4,8,True,2,0.22
4,8,4,8,True,4,0.436
4,8,4,8,True,8,0.337
4,8,8,16,False,1,0.266
4,8,8,16,False,2,0.258
4,8,8,16,False,4,0.227
4,8,8,16,False,8,0.24
4,8,8,16,True,1,0.242
4,8,8,16,True,2,0.252
4,8,8,16,True,4,0.253
4,8,8,16,True,8,0.306
4,8,8,4,False,1,0.25
4,8,8,4,False,2,0.243
4,8,8,4,False,4,0.252
4,8,8,4,False,8,0.292
4,8,8,4,True,1,0.25
4,8,8,4,True,2,0.239
4,8,8,4,True,4,0.245
4,8,8,4,True,8,0.241
4,8,8,8,False,1,0.27
4,8,8,8,False,2,0.274
4,8,8,8,False,4,0.23
4,8,8,8,False,8,0.306
4,8,8,8,True,1,0.258
4,8,8,8,True,2,0.245
4,8,8,8,True,4,0.248
4,8,8,8,True,8,0.239
8,1,1,16,False,1,0.124
8,1,1,16,False,2,0.126
8,1,1,16,False,4,0.126
8,1,1,16,False,8,0.125
8,1,1,16,True,1,0.128
8,1,1,16,True,2,0.128
8,1,1,16,True,4,0.126
8,1,1,16,True,8,0.126
8,1,1,4,False,1,2.914
8,1,1,4,False,2,2.034
8,1,1,4,False,4,2.099
8,1,1,4,False,8,2.126
8,1,1,4,True,1,2.216
8,1,1,4,True,2,2.82
8,1,1,4,True,4,3.914
8,1,1,4,True,8,2.772
8,1,1,8,False,1,0.289
8,1,1,8,False,2,0.241
8,1,1,8,False,4,0.27
8,1,1,8,False,8,0.353
8,1,1,8,True,1,0.216
8,1,1,8,True,2,0.274
8,1,1,8,True,4,1.057
8,1,1,8,True,8,1.061
8,1,2,16,False,1,0.126
8,1,2,16,False,2,0.128
8,1,2,16,False,4,0.127
8,1,2,16,False,8,0.126
8,1,2,16,True,1,0.128
8,1,2,16,True,2,0.125
8,1,2,16,True,4,0.126
8,1,2,16,True,8,0.126
8,1,2,4,False,1,0.187
8,1,2,4,False,2,0.166
8,1,2,4,False,4,0.146
8,1,2,4,False,8,0.168
8,1,2,4,True,1,0.254
8,1,2,4,True,2,0.154
8,1,2,4,True,4,0.181
8,1,2,4,True,8,0.461
8,1,2,8,False,1,0.279
8,1,2,8,False,2,0.235
8,1,2,8,False,4,0.161
8,1,2,8,False,8,0.218
8,1,2,8,True,1,0.413
8,1,2,8,True,2,0.213
8,1,2,8,True,4,0.219
8,1,2,8,True,8,0.304
8,1,4,16,False,1,0.124
8,1,4,16,False,2,0.126
8,1,4,16,False,4,0.126
8,1,4,16,False,8,0.126
8,1,4,16,True,1,0.126
8,1,4,16,True,2,0.127
8,1,4,16,True,4,0.125
8,1,4,16,True,8,0.126
8,1,4,4,False,1,0.126
8,1,4,4,False,2,0.128
8,1,4,4,False,4,0.125
8,1,4,4,False,8,0.127
8,1,4,4,True,1,0.124
8,1,4,4,True,2,0.129
8,1,4,4,True,4,0.126
8,1,4,4,True,8,0.127
8,1,4,8,False,1,0.126
8,1,4,8,False,2,0.127
8,1,4,8,False,4,0.125
8,1,4,8,False,8,0.127
8,1,4,8,True,1,0.125
8,1,4,8,True,2,0.126
8,1,4,8,True,4,0.123
8,1,4,8,True,8,0.125
8,1,8,16,False,1,0.121
8,1,8,16,False,2,0.119
8,1,8,16,False,4,0.121
8,1,8,16,False,8,0.121
8,1,8,16,True,1,0.121
8,1,8,16,True,2,0.122
8,1,8,16,True,4,0.122
8,1,8,16,True,8,0.121
8,1,8,4,False,1,0.121
8,1,8,4,False,2,0.119
8,1,8,4,False,4,0.122
8,1,8,4,False,8,0.122
8,1,8,4,True,1,0.12
8,1,8,4,True,2,0.121
8,1,8,4,True,4,0.122
8,1,8,4,True,8,0.121
8,1,8,8,False,1,0.12
8,1,8,8,False,2,0.121
8,1,8,8,False,4,0.123
8,1,8,8,False,8,0.121
8,1,8,8,True,1,0.12
8,1,8,8,True,2,0.122
8,1,8,8,True,4,0.121
8,1,8,8,True,8,0.122
8,2,1,16,False,1,0.159
8,2,1,16,False,2,0.166
8,2,1,16,False,4,0.198
8,2,1,16,False,8,0.152
8,2,1,16,True,1,0.156
8,2,1,16,True,2,0.152
8,2,1,16,True,4,0.154
8,2,1,16,True,8,0.189
8,2,1,4,False,1,3.46
8,2,1,4,False,2,2.475
8,2,1,4,False,4,1.848
8,2,1,4,False,8,2.39
8,2,1,4,True,1,2.894
8,2,1,4,True,2,2.244
8,2,1,4,True,4,1.956
8,2,1,4,True,8,1.728
8,2,1,8,False,1,1.071
8,2,1,8,False,2,0.326
8,2,1,8,False,4,1.063
8,2,1,8,False,8,0.523
8,2,1,8,True,1,0.372
8,2,1,8,True,2,0.301
8,2,1,8,True,4,0.752
8,2,1,8,True,8,0.433
8,2,2,16,False,1,0.15
8,2,2,16,False,2,0.173
8,2,2,16,False,4,0.158
8,2,2,16,False,8,0.177
8,2,2,16,True,1,0.152
8,2,2,16,True,2,0.165
8,2,2,16,True,4,0.166
8,2,2,16,True,8,0.165
8,2,2,4,False,1,0.255
8,2,2,4,False,2,0.32
8,2,2,4,False,4,0.442
8,2,2,4,False,8,0.434
8,2,2,4,True,1,0.269
8,2,2,4,True,2,0.288
8,2,2,4,True,4,0.388
8,2,2,4,True,8,0.337
8,2,2,8,False,1,0.301
8,2,2,8,False,2,0.311
8,2,2,8,False,4,1.07
8,2,2,8,False,8,0.381
8,2,2,8,True,1,0.309
8,2,2,8,True,2,0.284
8,2,2,8,True,4,0.363
8,2,2,8,True,8,0.727
8,2,4,16,False,1,0.162
8,2,4,16,False,2,0.151
8,2,4,16,False,4,0.159
8,2,4,16,False,8,0.194
8,2,4,16,True,1,0.163
8,2,4,16,True,2,0.157
8,2,4,16,True,4,0.171
8,2,4,16,True,8,0.219
8,2,4,4,False,1,0.159
8,2,4,4,False,2,0.164
8,2,4,4,False,4,0.153
8,2,4,4,False,8,0.166
8,2,4,4,True,1,0.147
8,2,4,4,True,2,0.148
8,2,4,4,True,4,0.148
8,2,4,4,True,8,0.156
8,2,4,8,False,1,0.149
8,2,4,8,False,2,0.171
8,2,4,8,False,4,0.175
8,2,4,8,False,8,0.159
8,2,4,8,True,1,0.149
8,2,4,8,True,2,0.157
8,2,4,8,True,4,0.16
8,2,4,8,True,8,0.164
8,2,8,16,False,1,0.145
8,2,8,16,False,2,0.147
8,2,8,16,False,4,0.141
8,2,8,16,False,8,0.146
8,2,8,16,True,1,0.14
8,2,8,16,True,2,0.136
8,2,8,16,True,4,0.14
8,2,8,16,True,8,0.139
8,2,8,4,False,1,0.139
8,2,8,4,False,2,0.136
8,2,8,4,False,4,0.143
8,2,8,4,False,8,0.144
8,2,8,4,True,1,0.134
8,2,8,4,True,2,0.14
8,2,8,4,True,4,0.149
8,2,8,4,True,8,0.139
8,2,8,8,False,1,0.141
8,2,8,8,False,2,0.135
8,2,8,8,False,4,0.138
8,2,8,8,False,8,0.145
8,2,8,8,True,1,0.136
8,2,8,8,True,2,0.135
8,2,8,8,True,4,0.137
8,2,8,8,True,8,0.138
8,4,1,16,False,1,0.201
8,4,1,16,False,2,0.285
8,4,1,16,False,4,0.263
8,4,1,16,False,8,0.265
8,4,1,16,True,1,0.209
8,4,1,16,True,2,0.268
8,4,1,16,True,4,0.275
8,4,1,16,True,8,0.262
8,4,1,4,False,1,9.234
8,4,1,4,False,2,5.471
8,4,1,4,False,4,2.083
8,4,1,4,False,8,3.333
8,4,1,4,True,1,2.825
8,4,1,4,True,2,5.238
8,4,1,4,True,4,3.428
8,4,1,4,True,8,2.276
8,4,1,8,False,1,1.115
8,4,1,8,False,2,1.116
8,4,1,8,False,4,1.088
8,4,1,8,False,8,1.101
8,4,1,8,True,1,1.037
8,4,1,8,True,2,1.118
8,4,1,8,True,4,1.094
8,4,1,8,True,8,1.142
8,4,2,16,False,1,0.196
8,4,2,16,False,2,0.241
8,4,2,16,False,4,0.291
8,4,2,16,False,8,0.304
8,4,2,16,True,1,0.203
8,4,2,16,True,2,0.201
8,4,2,16,True,4,0.282
8,4,2,16,True,8,0.295
8,4,2,4,False,1,1.083
8,4,2,4,False,2,1.105
8,4,2,4,False,4,1.126
8,4,2,4,False,8,1.125
8,4,2,4,True,1,1.048
8,4,2,4,True,2,1.138
8,4,2,4,True,4,1.102
8,4,2,4,True,8,1.109
8,4,2,8,False,1,1.048
8,4,2,8,False,2,1.098
8,4,2,8,False,4,1.138
8,4,2,8,False,8,1.075
8,4,2,8,True,1,1.104
8,4,2,8,True,2,1.139
8,4,2,8,True,4,1.11
8,4,2,8,True,8,1.115
8,4,4,16,False,1,0.197
8,4,4,16,False,2,0.229
8,4,4,16,False,4,0.261
8,4,4,16,False,8,0.301
8,4,4,16,True,1,0.207
8,4,4,16,True,2,0.232
8,4,4,16,True,4,0.285
8,4,4,16,True,8,0.322
8,4,4,4,False,1,0.211
8,4,4,4,False,2,0.268
8,4,4,4,False,4,0.269
8,4,4,4,False,8,0.269
8,4,4,4,True,1,0.229
8,4,4,4,True,2,0.24
8,4,4,4,True,4,0.248
8,4,4,4,True,8,0.282
8,4,4,8,False,1,0.236
8,4,4,8,False,2,0.254
8,4,4,8,False,4,0.256
8,4,4,8,False,8,0.256
8,4,4,8,True,1,0.197
8,4,4,8,True,2,0.239
8,4,4,8,True,4,0.295
8,4,4,8,True,8,0.264
8,4,8,16,False,1,0.192
8,4,8,16,False,2,0.203
8,4,8,16,False,4,0.174
8,4,8,16,False,8,0.191
8,4,8,16,True,1,0.21
8,4,8,16,True,2,0.168
8,4,8,16,True,4,0.194
8,4,8,16,True,8,0.176
8,4,8,4,False,1,0.211
8,4,8,4,False,2,0.191
8,4,8,4,False,4,0.188
8,4,8,4,False,8,0.216
8,4,8,4,True,1,0.225
8,4,8,4,True,2,0.209
8,4,8,4,True,4,0.206
8,4,8,4,True,8,0.173
8,4,8,8,False,1,0.2
8,4,8,8,False,2,0.216
8,4,8,8,False,4,0.178
8,4,8,8,False,8,0.175
8,4,8,8,True,1,0.211
8,4,8,8,True,2,0.184
8,4,8,8,True,4,0.206
8,4,8,8,True,8,0.171
8,8,1,16,False,1,0.285
8,8,1,16,False,2,1.078
8,8,1,16,False,4,1.046
8,8,1,16,False,8,1.05
8,8,1,16,True,1,0.254
8,8,1,16,True,2,0.524
8,8,1,16,True,4,1.026
8,8,1,16,True,8,1.097
8,8,1,4,False,1,3.943
8,8,1,4,False,2,5.732
8,8,1,4,False,4,4.981
8,8,1,4,False,8,1.898
8,8,1,4,True,1,3.699
8,8,1,4,True,2,6.538
